SECTION,LABOR_GROUP,WONUM,WODESC,TASKNUM,TASKDESC,EPLAN_STATUS,MAXIMO_STATUS,REPORT_DATE,DUE_DATE,FIXED_DATE,NUMBER_OF_DAYS,DAY_NUMBER,CREW_SIZE,HOURS,PLAN_HOURS,PRIORITY,PERSON_GROUP,WORK_ORDER_TYPE,JOB_PLAN_NUMBER,TASK_TYPE,PM_NUM,ACCOUNT_NUMBER,STATION,LOCATION,OUTAGE_REQUIRED,OUTAGE_START,OUTAGE_END,DOWNTIME,ASSET_CATEGORY,FAILURE_CODE,WORK_OBJECTIVES,WORK_STEPS,TOOLS_EQUIPMENT,MATERIALS,OTHER_GROUPS,PROFICIENCY_NBRS
SSO Manh Maint,MANH - W42nd St,0016196418,0500-06 RECTIFIER #1 - 48V INSP.,,,READY,APPR,2019-06-11 00:43:26,2020-10-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-380-S-050006-48-1,NOM-000-99999,M-W110 1-380-S,MW-W110-380-REC-48-1,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO Manh Maint,MANH - W42nd St,0016196429,BATTERY INSPECTION C-2,,,READY,APPR,2019-06-11 00:43:32,2020-10-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-BAT-0016271-01,NOM-000-99999,M-W110 2-381-S,MW-W110-381-BAT-125-2,False,,,0,BATT-VLA,SSO-BATTERY,,Perform inspection per procedure 0500-0022  Perform visual inspection. Check Electrolyte levels. Check Battery charger float voltage. Check Battery charger float current. Assess Battery room ventilation. Measure the battery terminal voltage. Check for loose or corroded inter-cell connectors. Check the electrolyte level. Measure individual cell specific gravity and record the temperature for 25% of the battery cells. Record battery room temperature. Visually inspect the internal condition of each cell jar. Clean the jars as needed,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO Manh Maint,MANH - W42nd St,0016196430,0500-06 RECTIFIER #2 - 125V INSP.,,,READY,APPR,2019-06-11 00:43:32,2020-10-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-381-S-05006-2381,NOM-000-99999,M-W110 2-381-S,MW-W110-381-REC-125-2,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016196449,BATTERY INSPECTION C-1,,,READY,FUTR,2019-06-11 00:43:41,2020-09-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-BAT-0000010-01,NOM-000-99999,M-MURRAYHL-326-S,ME-MH-326-BAT-125-1,False,,,0,BATT-VLA,SSO-BATTERY,,Perform inspection per procedure 0500-0022  Perform visual inspection. Check Electrolyte levels. Check Battery charger float voltage. Check Battery charger float current. Assess Battery room ventilation. Measure the battery terminal voltage. Check for loose or corroded inter-cell connectors. Check the electrolyte level. Measure individual cell specific gravity and record the temperature for 25% of the battery cells. Record battery room temperature. Visually inspect the internal condition of each cell jar. Clean the jars as needed,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016196450,0500-06 P.M. RECTIFIER 125V #1,,,READY,FUTR,2019-06-11 00:43:42,2020-09-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-326-S-REC-0000001,NOM-000-99999,M-MURRAYHL-326-S,ME-MH-326-REC-125-1,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO Manh Maint,MANH - Seaport,0016196453,0500-25 AVE A-DC SYSTEMS LB-1-125V,,,READY,FUTR,2019-06-11 00:43:43,2020-12-01,,1,1,1,4,4,4,SSO-MECH,CMP-0,SSO-CP-DCSYS-01,,CP-LB-315-S-0000015,NOM-000-99999,M-AVE A-315-S,ME-AVA-315-LB-DC-125-1,False,,,0,LOADBOARD,,"Load Board Data Sheet and in the Work Management System. Record the following ""As Found"" rectifier conditions: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present DC alarm status (Local and Control Center). Open the rectifier DC switch. Record the following: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present Record which alarm, if any, is initiated. Close the rectifier DC switch. Open the rectifier AC switch. Record the following: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present Record which alarm, if any, is initiated. If the above test is successful, restore the rectifier to service. Perform Ground Detector Tests. Perform Ground Tests. ",Follow instruction 0500-0025  All load board data shall be recorded in all applicable columns on the DC ,"DC Load Board Test Form 2,000 ohms-10 watt resistor wire, fully insulated 6,000 ohms-10 watt resistor wire, fully insulated 10 feet of #14 AWG rubber coated wire 2 - 20 amp hooded clips High impedance DC voltmeter (Fluke, Amprobe, etc.)",Proper PPE,SSO,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016196971,BATTERY INSPECTION C-1,,,SCHED,FUTR,2019-06-11 00:47:37,2020-08-28,,1,1,1,3,3,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-BAT-0016372-01,NOM-000-99999,M-E40ST 1-399-S,ME-E40-399-BAT-125-1,False,,,0,BATT-VLA,SSO-BATTERY,Perform inspection per instruction 0500-0022 Perform all steps for Quarterly/Semi-Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ,Perform quarterly or semi-annual inspection  of battery per instruction 0500-0022   ,Assorted insulated wrenches Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package Face shield Goggles Apron (acid resistant) Gloves (acid resistant),Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016196973,BATTERY INSPECTION C-1,,,READY,FUTR,2019-06-11 00:47:38,2020-11-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-BAT-0016372-01,NOM-000-99999,M-E40ST 1-399-S,ME-E40-399-BAT-125-1,False,,,0,BATT-VLA,SSO-BATTERY,,Perform inspection per procedure 0500-0022  Perform visual inspection. Check Electrolyte levels. Check Battery charger float voltage. Check Battery charger float current. Assess Battery room ventilation. Measure the battery terminal voltage. Check for loose or corroded inter-cell connectors. Check the electrolyte level. Measure individual cell specific gravity and record the temperature for 25% of the battery cells. Record battery room temperature. Visually inspect the internal condition of each cell jar. Clean the jars as needed,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016196974,0500-06 RECT INSPECT 125V DC #1,,,READY,FUTR,2019-06-11 00:47:38,2020-11-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-339-S-REC-16476,NOM-000-99999,M-E40ST 1-399-S,ME-E40-399-REC-125-1,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016196985,BATTERY INSPECTION C-2,,,READY,FUTR,2019-06-11 00:47:44,2020-11-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-BAT-0016373-01,NOM-000-99999,M-E40ST 1-399-S,ME-E40-399-BAT-125-2,False,,,0,BATT-VLA,SSO-BATTERY,,Perform inspection per procedure 0500-0022  Perform visual inspection. Check Electrolyte levels. Check Battery charger float voltage. Check Battery charger float current. Assess Battery room ventilation. Measure the battery terminal voltage. Check for loose or corroded inter-cell connectors. Check the electrolyte level. Measure individual cell specific gravity and record the temperature for 25% of the battery cells. Record battery room temperature. Visually inspect the internal condition of each cell jar. Clean the jars as needed,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016196986,0500-06 RECT INSPECT 125V DC #2,,,READY,FUTR,2019-06-11 00:47:44,2020-11-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-399-S-REC-16477,NOM-000-99999,M-E40ST 1-399-S,ME-E40-399-REC-125-2,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016197068,E40TH ST - CRITICAL VISUAL INSPECTION,,,PLAN,APPR,2019-06-11 00:48:28,2020-09-30,,1,1,1,4,4,4,SSO-MECH,CVI,SSO-CVI-E40,,SSO-CVI-E40,NOM-000-99999,M-E40ST 1-399-S,ME-E40-399,False,,,0,STATION-DIST,,,1. Ensure you receive DOJT CSG0020 from the supervisor -Each time inspection is to be performed -Supervisor is to ensure it is reflect in the employees training record 2. Ensure datasplice round with site specific questions is provided 3. Proceed to follow the ppt 4. Complete the datasplice round  -Create CM work order for any discrepancies found 5. Inform the supervisor of any discrepancies,Clip board,Writing pad pen,,59
SSO Manh Maint,MANH - Murray Hill / E40th St,0016197069,STRAY  VOLTAGE TESTING - EAST 40TH,,,PLAN,APPR,2019-06-11 00:48:29,2020-09-30,,1,1,1,4,4,4,SSO-MECH,SVT,SSO-SVT-E40,,CP-399-S-STRAYVTG,NOM-000-99999,M-E40ST 1-399-S,ME-E40-399,False,,,0,STATION-DIST,,"Objective  Perform Stray Voltage Testing -Test for voltage on steel, aluminum, other electrical conducting materials in substations Inspect all perimeter fence and swing gates  -Ensure all are properly connected to ground via 4/0 cable -Perform easy repair such as    - reattaching a ground, tightening a connection point..etc.",1. Ensure you receive DOJT CSG0020 from the supervisor -Each time inspection is to be performed -Supervisor is to ensure it is reflect in the employees training record 2. Review section 5.4.9 in CE-ES-2002 Part 10 Substation Grounding 3. Review DRW 181895 for fence grounding specifications 4. Ensure datasplice round with station inspection points is provided 5. Proceed to follow the ppt and complete inspection 6. Complete the datasplice round  -Create CM work order for any discrepancies found 7. Inform the supervisor of any discrepancies,Stray Voltage Pen & tester Distance meter Fluke Meter Hand tools,,,59
SSO Manh Maint,MANH - W42nd St,0016197089,0500-25 DC LOADBOARD TEST 48-2,,,READY,FUTR,2019-06-11 00:48:41,2020-12-01,,1,1,1,4,4,4,SSO-MECH,CMP-0,SSO-CP-DCSYS-01,,CP-380-S-0050025-05,NOM-000-99999,M-W110 2-381-S,MW-W110-381-LB-DC-48-2,False,,,0,LOADBOARD,,"Load Board Data Sheet and in the Work Management System. Record the following ""As Found"" rectifier conditions: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present DC alarm status (Local and Control Center). Open the rectifier DC switch. Record the following: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present Record which alarm, if any, is initiated. Close the rectifier DC switch. Open the rectifier AC switch. Record the following: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present Record which alarm, if any, is initiated. If the above test is successful, restore the rectifier to service. Perform Ground Detector Tests. Perform Ground Tests. ",Follow instruction 0500-0025  All load board data shall be recorded in all applicable columns on the DC ,"DC Load Board Test Form 2,000 ohms-10 watt resistor wire, fully insulated 6,000 ohms-10 watt resistor wire, fully insulated 10 feet of #14 AWG rubber coated wire 2 - 20 amp hooded clips High impedance DC voltmeter (Fluke, Amprobe, etc.)",Proper PPE,SSO,6
SSO Manh Maint,MANH - Murray Hill / E40th St,0016197194,0500-06 P.M. RECTIFIER 125V #2,,,READY,FUTR,2019-06-11 00:49:28,2020-09-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-326-S-REC-0000002,NOM-000-99999,M-MURRAYHL-326-S,ME-MH-326-REC-125-2,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO Manh Maint,MANH - W42nd St,0016197535,0500-25 D. C. SYSTEMS-LB-2-048V,,,READY,FUTR,2019-06-11 00:51:56,2020-10-01,,1,1,1,4,4,4,SSO-MECH,CMP-0,SSO-CP-DCSYS-01,,CP-348-S-1000041-01,NOM-000-99999,M-W42 2-348-S,MW-W42-348-LB-DC-48-2,False,,,0,LOADBOARD,,"Load Board Data Sheet and in the Work Management System. Record the following ""As Found"" rectifier conditions: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present DC alarm status (Local and Control Center). Open the rectifier DC switch. Record the following: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present Record which alarm, if any, is initiated. Close the rectifier DC switch. Open the rectifier AC switch. Record the following: Rectifier voltmeter reading Rectifier ammeter reading Battery ammeter reading Battery ammeter deflection/polarity (positive/negative) Load Board ammeter reading, if present Record which alarm, if any, is initiated. If the above test is successful, restore the rectifier to service. Perform Ground Detector Tests. Perform Ground Tests. ",Follow instruction 0500-0025  All load board data shall be recorded in all applicable columns on the DC ,"DC Load Board Test Form 2,000 ohms-10 watt resistor wire, fully insulated 6,000 ohms-10 watt resistor wire, fully insulated 10 feet of #14 AWG rubber coated wire 2 - 20 amp hooded clips High impedance DC voltmeter (Fluke, Amprobe, etc.)",Proper PPE,SSO,6
SSO Manh Maint,MANH - Seaport,0016198196,BATTERY INSPECTION S-1,,,READY,APPR,2019-06-11 00:56:50,2020-10-28,,1,1,1,8,8,4,SSO-MECH,CMP,SSO-48-ANT-A,,CP-BAT-0014304-01,NOM-000-99999,M-CHERRY-305-S,MW-CHR-305-BAT-48-1,False,,,0,BATT-VLA,SSO-BATTERY,,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection. Monthly Inspection. Physical inspection. Electrolyte levels. Battery charger float voltage. Battery charger float current. Battery room ventilation. Quarterly Inspection. All of the above plus; Measure the battery terminal voltage. Check for loose or corroded inter-cell connectors. Check the electrolyte level. Measure individual cell specific gravity. Record battery room temperature. Record temperature of 25% of the battery cells. Visually inspect the internal condition of each cell jar. Clean the jars. Annual Inspection. Using a Battery Impedance Test Set, measure all Cell/Unit internal impedance. Check the flame arrestors for cleanliness. Take and record all cell to cell and cell to terminal connection resistances. Check and record Strap Resistance with D.L.R.O. meter. As per N.P.C.C. directory 8, verify that the Battery String holds load after 10 min. of being unplugged from the rectifier. Perform this test only for N.P.C.C batteries. Battery Inspection Data. Emergency Charge. Equalizing Charge.  ","Barrier tape Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket  ,,6
SSO Manh Maint,MANH - Seaport,0016198197,0500-06 RECTIFIER #1 - 48V INSPECTION,,,READY,APPR,2019-06-11 00:56:51,2020-10-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-305-S-050006-48-1,NOM-000-99999,M-CHERRY-305-S,MW-CHR-305-REC-48-1,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO Manh Maint,MANH - Seaport,0016198208,BATTERY INSPECTION S-2,,,READY,APPR,2019-06-11 00:56:57,2020-10-28,,1,1,1,8,8,4,SSO-MECH,CMP,SSO-48-ANT-A,,CP-BAT-0014305-01,NOM-000-99999,M-CHERRY-305-S,MW-CHR-305-BAT-48-2,False,,,0,BATT-VLA,SSO-BATTERY,,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection. Monthly Inspection. Physical inspection. Electrolyte levels. Battery charger float voltage. Battery charger float current. Battery room ventilation. Quarterly Inspection. All of the above plus; Measure the battery terminal voltage. Check for loose or corroded inter-cell connectors. Check the electrolyte level. Measure individual cell specific gravity. Record battery room temperature. Record temperature of 25% of the battery cells. Visually inspect the internal condition of each cell jar. Clean the jars. Annual Inspection. Using a Battery Impedance Test Set, measure all Cell/Unit internal impedance. Check the flame arrestors for cleanliness. Take and record all cell to cell and cell to terminal connection resistances. Check and record Strap Resistance with D.L.R.O. meter. As per N.P.C.C. directory 8, verify that the Battery String holds load after 10 min. of being unplugged from the rectifier. Perform this test only for N.P.C.C batteries. Battery Inspection Data. Emergency Charge. Equalizing Charge.  ","Barrier tape Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket  ,,6
