SECTION,LABOR_GROUP,WONUM,WODESC,TASKNUM,TASKDESC,EPLAN_STATUS,MAXIMO_STATUS,REPORT_DATE,DUE_DATE,FIXED_DATE,NUMBER_OF_DAYS,DAY_NUMBER,CREW_SIZE,HOURS,PLAN_HOURS,PRIORITY,PERSON_GROUP,WORK_ORDER_TYPE,JOB_PLAN_NUMBER,TASK_TYPE,PM_NUM,ACCOUNT_NUMBER,STATION,LOCATION,OUTAGE_REQUIRED,OUTAGE_START,OUTAGE_END,DOWNTIME,ASSET_CATEGORY,FAILURE_CODE,WORK_OBJECTIVES,WORK_STEPS,TOOLS_EQUIPMENT,MATERIALS,OTHER_GROUPS,PROFICIENCY_NBRS
SSO BX WC Maint,BX WC - Bronx,14054179,INSTALL BIRD NETTING WHERE NEEDED @ ALL BRUCKNER VAULTS,,,PLAN,APPR,7/28/2015 13:50,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-BRUCK-401-S,X-BRU-401,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14246103,SOCKET AND COVER NEEDED FOR THERMOSTAT,,,PLAN,APPR,11/20/2015 14:22,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-179 138-450-S,X-E179-450-RHS-8C,FALSE,,,0,RELAYHOUSE,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14276626,EXHAUST FAN DID NOT WORK WHEN SWITCHED INTO ON POSITION,,,PLAN,APPR,12/11/2015 5:41,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-BUS-9N,FALSE,,,0,Bus LV - Out,SSO-BUS SECTION,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14280679,SUMP PUMP NOT WORKING,,,PLAN,REWORK,12/13/2015 5:51,,,1,1,1,8,8,9,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,9004173,FDR 72 V72 60  WEEPING,,,NMW,APPR,9/17/2009 10:28,,,1,1,1,8,8,5,,ENVR,,,,NOM-000-99999,X-MH 345-440-S,X-MOT-440-POT-72,FALSE,,,0,POTHEAD,SSO-POTHEAD,,,,,,59
SSO BX WC Maint,No Labor Group,9065509,"OIL LEAKING FROM FLANGE V72-26, V72-35 ON MAINFOLD - BASEMENT",,,NMW,APPR,10/28/2009 14:07,,,1,1,1,8,8,5,,ENVR,,,,NOM-000-99999,X-MH 345-440-S,440-S,FALSE,,,0,,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,9815866,REPAIR SF6 GAS LEAK BKR 5E,,,PLAN,REWORK,12/6/2010 9:15,,,1,1,1,8,8,5,,CMSF6,,,,NOM-000-99999,X-179 138-450-S,X-E179-450-BKR-5E,TRUE,,,1,GCB/FA2,SSO-BREAKER HV,,,,,,51
SSO BX WC Maint,BX WC - Westchester,13714530,SHOWS INVALID AFTER SUPERVISORY ATTEMPT TO OPEN,,,READY,POUTG,3/4/2015 6:24,,,1,1,1,8,8,3,SSO-MECH,CM,,SCADACM,,NOM-000-99999,W-BUCH345-696-S,WN-BUC-696-DSW-6A,TRUE,,,1,DSW-HORZMO,SSO-DISC SWITCH,,Trouble shoot and repair Breaker MO D/S 6A & 6B keep cycling between closed and indeterminant status. SSO verified that disconnects are closed in the station.,fluke meter ,,PST Support ,16
SSO BX WC Maint,BX WC - Bronx,14341065,48V SELECTOR SW FOR BKR 1W IN KENO ROOM DEFECTIVE,,,PLAN,APPR,1/29/2016 6:17,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-PNL-MIMIC,FALSE,,,0,CONTROL PANEL,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14459767,LIGHT FIXTURE DEFECTIVE SECTION 5A AND 5B,,,READY,APPR,4/6/2016 18:13,,,1,1,0,0,0,5,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,FALSE,,,0,STATION-DIST,,,"Step 1- Station Supervisory to get sample of bulb. Step 2- Bring the bulb to Mott Haven storeroom and have the Storeroom employee check for the bulbs in stock. Step 3- If the bulbs are in stock bring the bulbs back to the station and have the Station operator change the bulbs, if the bulbs are out of stock have planners order the replacement bulbs. ",LADDER SCREWDRIVER,BULBS,,59
SSO BX WC Maint,BX WC - Bronx,14459768,LIGHT FIXTURE DEFECTIVE SECTIONS 4A AND 4B,,,READY,APPR,4/6/2016 18:18,,,1,1,0,0,0,5,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,FALSE,,,0,STATION-DIST,,,"Step 1- Station Supervisory to get sample of bulb. Step 2- Bring the bulb to Mott Haven storeroom and have the Storeroom employee check for the bulbs in stock. Step 3- If the bulbs are in stock bring the bulbs back to the station and have the Station operator change the bulbs, if the bulbs are out of stock have planners order the replacement bulbs. ",LADDER SCREWDRIVER,BULBS,,59
SSO BX WC Maint,BX WC - Bronx,14522777,REPAIR BENT/DAMAGED TROUGH COVERS,,,NMW,APPR,5/18/2016 13:50,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-TREMONT-456-S,X-TRE-456,FALSE,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14588117,REPAIR SECONDARY BUS SUPPORT,,,PLAN,APPR,6/29/2016 13:38,,,1,1,1,8,8,5,TRFGRP,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-TRF-5,FALSE,,,0,TRANSF,SSO-TRF-REA-REG,,,,,,49
SSO BX WC Maint,BX WC - Bronx,14609830,HVAC ENTRANCE LOBBY NOT COOLING,,,PLAN,APPR,7/12/2016 14:07,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,,X-MOT-440-HVS,FALSE,,,0,,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14633230,"BREAKER CONNECT, DISCONNECT INDICATION TAPE MISSING. NEEDS REPLACEMENT.",,,READY,APPR,7/31/2016 13:24,,,1,1,1,4,4,5,,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-CUB-S2S,FALSE,,,0,CUBBANK,SSO-CUBICLE,,See Sherman Creek Position S2S pptx for work steps.,HAMMER  ANGLE SLOTTED SCREWDRIVER SMALL COMBO WRENCHES LINEMAN PLIERS  CHANNEL LOCKS,"1- CIRCUIT BREAKER CONNECT/DISCONNECT INDICATION TAPE. POWELL P/N 0282A3522P001 TAPE INDICATOR (589) 1- MACHINE SCREWS,NUTS AND WASHERS ASSORTMENT KIT",,17
SSO BX WC Maint,BX WC - WC North,14649587,IMPLEMENT HVB RECOMMENDED CORONA RING MODIFICATION,,,PLAN,WMATL,8/11/2016 10:01,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-BKR-C1,FALSE,,,0,GCB/HVB,SSO-BREAKER HV,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14649808,BKR CUBICLE CONNECT/DISCONNECT INDICATION TAPE NEEDS REPLACEMENT.,,,READY,REWORK,8/11/2016 13:52,,,1,1,1,4,4,5,,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-CUB-104S,FALSE,,,0,CUBFDR,SSO-CUBICLE,,See Sherman Creek Position 104S pptx for work steps.,HAMMER  ANGLE SLOTTED SCREWDRIVER SMALL COMBO WRENCHES LINEMAN PLIERS  CHANNEL LOCKS,"1- CIRCUIT BREAKER CONNECT/DISCONNECT INDICATION TAPE. POWELL P/N 0282A3522P001 TAPE INDICATOR (589) 1- MACHINE SCREWS,NUTS AND WASHERS ASSORTMENT KIT",,17
SSO BX WC Maint,BX WC - Bronx,14649809,BKR CUBICLE CONNECT/DISCONNECT INDICATION TAPE NEEDS REPLACEMENT.,,,PLAN,APPR,8/11/2016 13:54,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-CUB-101S,TRUE,,,1,CUBFDR,SSO-CUBICLE,,,,,,17
SSO BX WC Maint,BX WC - Bronx,14657683,VOLTAGE REDUCTION PANEL : 5% MONITORING LIGHT NOT WORKING,,,UNASSIGNED,APPR,8/15/2016 20:18,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14669635,38X11 A PHASE SUPPORT INSULATOR CRACKED AND BROKEN,,,UNASSIGNED,APPR,8/23/2016 10:49,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-HG 138-403-S,X-HG-403,FALSE,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14678652,INSTALL FOUR NEW WINDOW SCREENS IN 13KV SWGR,,,PLAN,APPR,8/30/2016 10:26,,,1,1,1,8,8,6,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14724751,B PHASE HAS A SLOW HYDRAULIC LEAK LOCATED AT THE FLANGE UNDERNEATH B PHASE SF6 GAUGE,,,UNASSIGNED,POUTG,9/24/2016 12:33,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-179 138-450-S,X-E179-450-BKR-4W,TRUE,,,1,GCB/FA2,SSO-BREAKER HV,,,,,,51
SSO BX WC Maint,BX WC - Bronx,14771675,CABLE JUNCTION BOX BY BKR 5W BROKEN OFF CONDUIT,,,PLAN,APPR,10/18/2016 15:17,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B,FALSE,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,No Labor Group,14820261,SUPPRORT EH&S ASBESTOS GROUP,,,UNASSIGNED,APPR,11/25/2016 9:52,,,1,1,1,8,8,5,,SUPT,,,,NOM-000-99999,,X,FALSE,,,0,,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14947599,PANIC BARSHOULD BE MOVED ON OPPOSITE DOOR LEAVING CONTROL ROOM,,,UNASSIGNED,APPR,2/21/2017 9:41,,,1,1,1,8,8,5,,SAFE,,CCRDI,,NOM-000-99999,X-HG 138-403-S,X-HG-403,FALSE,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14974514,CAUTION SIGNS AT VARIOUS STATIONS,,,UNASSIGNED,APPR,3/9/2017 12:59,,,1,1,1,8,8,5,,SAFE,,SAFE,,NOM-000-99999,X-HG 138-403-S,X-HG-403,FALSE,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,14995913,DIGITAL READOUT IS NOT GOOD DUE TO MISSING SECTIONS OF DIGITS.126V LOOKS LIKE 120V,,,UNASSIGNED,APPR,3/28/2017 15:24,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-ACADEMY-253-S,X-ADY-253-LB-DC-125-2,FALSE,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Westchester,15015687,SPCC PREVENTATIVE MEASURES 2017,,,UNASSIGNED,APPR,4/5/2017 11:05,,,1,1,1,8,8,5,SSO-MECH,FM,,,,NOM-000-99999,W-ELMSF 2-662B-S,WS-ELM-662B,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,15015693,SPCC PREVENTATIVE MEASURES 2017,,,UNASSIGNED,APPR,4/5/2017 11:11,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-PKCH 1-455-S,X-PK-455,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - WC North,15058879,FIRE HYDRANT ANNUAL TEST AND  INSPECTION (2 HYDRANTS),,,UNASSIGNED,DSFAIL,4/28/2017 20:02,6/28/2017,,1,1,1,8,8,4,TRFGRP,CMP-0,SSO-FHYD-A,FIRE-EQ,SSO-664-HYD-A,NOM-000-99999,W-EASTVEW-664-S,WN-EV-664-FP,FALSE,,,0,DELUGE SYSTEM,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,15090114,RAISE INDICATION BOXES 1N/2S,,,UNASSIGNED,APPR,5/11/2017 9:05,,,1,1,1,8,8,5,,SAFE,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - WC North,15131655,REPLACE PT FUSE BOX FOR CAP BANK 1,,,SREVW,POUTG,6/5/2017 8:34,,,3,1,2,8,16,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-CAP-1,TRUE,,,1,CAPBANK,SSO-CAPACITOR BANK,,Remove and replace old PT boxes with new  Fabricate support brackets for new PT boxes and fit to frame  Tag and label all connection in old PT box Disconnect conduit from old PT boxes and fit to new PT boxes Reconnect all wires in new PT box as per schematic  ,Fluke meter Hand tools Wire tags Saw-all  Uni - strut  1/2 x 3 bolts nuts and washers ,,,8
SSO BX WC Maint,BX WC - WC North,15131655,REPLACE PT FUSE BOX FOR CAP BANK 1,,,SREVW,POUTG,6/5/2017 8:34,,,3,2,2,8,16,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-CAP-1,TRUE,,,1,CAPBANK,SSO-CAPACITOR BANK,,Remove and replace old PT boxes with new  Fabricate support brackets for new PT boxes and fit to frame  Tag and label all connection in old PT box Disconnect conduit from old PT boxes and fit to new PT boxes Reconnect all wires in new PT box as per schematic  ,Fluke meter Hand tools Wire tags Saw-all  Uni - strut  1/2 x 3 bolts nuts and washers ,,,8
SSO BX WC Maint,BX WC - WC North,15131655,REPLACE PT FUSE BOX FOR CAP BANK 1,,,SREVW,POUTG,6/5/2017 8:34,,,3,3,2,8,16,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-CAP-1,TRUE,,,1,CAPBANK,SSO-CAPACITOR BANK,,Remove and replace old PT boxes with new  Fabricate support brackets for new PT boxes and fit to frame  Tag and label all connection in old PT box Disconnect conduit from old PT boxes and fit to new PT boxes Reconnect all wires in new PT box as per schematic  ,Fluke meter Hand tools Wire tags Saw-all  Uni - strut  1/2 x 3 bolts nuts and washers ,,,8
SSO BX WC Maint,BX WC - WC North,15133413,EAST FISHKILL - F39 - 4B MOD A CONTACT CLOSED WHEN DISCONNECT IS OPEN,,,UNASSIGNED,POUTG,6/7/2017 10:30,,,1,1,1,8,8,3,SSO-MECH,CM,,,,NOM-000-99999,W-EFSHKL-706-S,WN-EF-706-DSW-4B,TRUE,,,1,DSW-HORZMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - Bronx,15183601,CBS ARCSAFE MOTORIZED RACKING UNIT SERIAL #RRS1-15-0062 NO DIGITAL READOUT/MOTOR NOT WORKING.,,,UNASSIGNED,APPR,7/4/2017 12:23,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,15196639,LOADING PLATFORM ASSOCIATED WITH LOADING DOCK NEEDS TO BE SERVICED,,,UNASSIGNED,APPR,7/18/2017 11:26,,,1,1,1,8,8,5,,SAFE,,SAFE,,NOM-000-99999,X-MH 13-441-S,X-MOT-441,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,15197747,BACKFLOW PREVENTER 1 IS LEAKING,,,UNASSIGNED,APPR,7/20/2017 16:41,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-ACADEMY-253-S,X-ADY-253-BRP-1-70365,FALSE,,,0,BP,,,,,,,59
SSO BX WC Maint,BX WC - Westchester,15218503,(F35) 51-51N/4B (4L18) BATTERY NEEDS REPLACEMENT,,,UNASSIGNED,APPR,8/2/2017 17:47,,,1,1,1,8,8,3,SSO-MECH,CM,,,,NOM-000-99999,W-ELMSF 2-662B-S,WS-ELM-662B-BUS-4B,FALSE,,,0,Bus LV - In,SSO-BUS SECTION,,,,,,59
SSO BX WC Maint,BX WC - Westchester,15266543,SPRAIN BROOK / REPAIR GROUND SWITCH GS6A NOT OPERATING,,,UNASSIGNED,WMATL,9/5/2017 6:31,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-SB-633-S,WS-SPB-633-GSW-GS6A,FALSE,,,0,GRDSW,,,,,,,16
SSO BX WC Maint,BX WC - Bronx,15278242,BATTERY DISCHARGE ALARM NEVER CAME UP WHEN RECTIFIER AC OR DC FEED REMOVED.,,,UNASSIGNED,APPR,9/16/2017 9:17,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-LB-DC-125-1,FALSE,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Bronx,15280792,ALARMS DID NOT COME UP,,,UNASSIGNED,APPR,9/18/2017 8:12,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-LB-DC-125-2,FALSE,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Westchester,15284160,D/S F9-11  DISCONNECT SWITCH WILL NOT OPERATE VIA SUPERVISORY CONTROLS,,,SCHED,POUTG,9/20/2017 7:04,,11/16/2020,1,1,1,8,8,3,SSO-MECH,CM,,SCADACM,,,W-MILL W-681-S,WN-MW-681-DSW-F9-11,TRUE,11/16/2020 7:00,11/16/2020 23:00,1,DSW-VERTMO,SSO-DISC SWITCH,,,,,,59
SSO BX WC Maint,BX WC - WC North,15293307,INSTALL MOTORIZE GATE FOR MILLWOOD REPORT CENTER,,,UNASSIGNED,APPR,9/28/2017 10:20,,,1,1,1,8,8,5,SSO-MECH,FM,,,,NOM-000-99999,W-MILLWOOD-RC,WN-MW-RC,FALSE,,,0,STATION-RC,,,,,,,59
SSO BX WC Maint,BX WC - WC North,15306613,REPAIR GROUND SWITCH T-1500-3-0,,,PLAN,POUTG,10/2/2017 9:22,,,1,1,1,8,8,3,SSO-MECH,CM,,,,NOM-000-99999,W-RAMAPO-679-S,WN-RM-679-GSW-T-1500-3-0,TRUE,,,1,GRDSW,,,,,,,16
SSO BX WC Maint,BX WC - Bronx,15319907,48VDC BOARD TROUBLE AND BATTERY DISCHARGE ALARMS WERE UP  BEFORE TEST BEGAN,,,UNASSIGNED,APPR,10/13/2017 13:43,,,1,1,1,8,8,4,,CM,,,,NOM-000-99999,X-PKCH 1-455-S,X-PK-455-LB-DC-48-1,FALSE,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Bronx,15319958,NO ALARM ON LOSS OF AC/DC FEED,,,UNASSIGNED,APPR,10/13/2017 14:42,,,1,1,1,8,8,4,,CM,,,,NOM-000-99999,X-PKCH 1-455-S,X-PK-455-LB-DC-125-1,FALSE,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Bronx,15327189,BREAKER 6W OPERATION COUNTER DEFECTIVE,,,UNASSIGNED,POUTG,10/19/2017 13:55,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-BKR-6W,TRUE,,,1,GCB/145PM/63,SSO-BREAKER HV,,,,,,51
SSO BX WC Maint,BX WC - Bronx,15350382,**FOR DATASPLICE TESTING** SCC,,,UNASSIGNED,APPR,11/2/2017 6:47,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-HELLGATE-RC,X-HG-RC,FALSE,,,0,STATION-RC,,,,,,,59
SSO BX WC Maint,BX WC - Westchester,15365505,MOTOR FEED IS N/G. PARTS NEEDED. MANUAL OPERATION ONLY,,,UNASSIGNED,WMATL,11/14/2017 14:39,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-SB-633-S,WS-SPB-633-DSW-S444,FALSE,,,0,DSW-HORZMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - Westchester,15367143,MOTOR FEED TO REMAIN OFF. FUSES KEEP BLOWING.,,,UNASSIGNED,WMATL,11/16/2017 17:20,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-SB-633-S,WS-SPB-633-DSW-NS4S,FALSE,,,0,DSW-HORZMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - WC North,15369039,OSSINING - 2PT 13KV PT DRAWER - CHECK & REPAIR FUSE CLIPS AND GROUND CLIP,,,POUTG,POUTG,11/18/2017 9:25,,,2,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-OSSIN W-674-S,WN-OSS-674-BUS-2N,TRUE,,,1,Bus LV - In,SSO-BUS SECTION,,,,,,59
SSO BX WC Maint,BX WC - WC North,15369039,OSSINING - 2PT 13KV PT DRAWER - CHECK & REPAIR FUSE CLIPS AND GROUND CLIP,,,POUTG,POUTG,11/18/2017 9:25,,,2,2,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-OSSIN W-674-S,WN-OSS-674-BUS-2N,TRUE,,,1,Bus LV - In,SSO-BUS SECTION,,,,,,59
SSO BX WC Maint,BX WC - Bronx,15402740,"GRD G5-21 ""A"" PHASE DID NOT LOCK INTO JAW FULLY AND BIRD NESTS",,,UNASSIGNED,POUTG,12/11/2017 5:02,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-HG 138-403-S,X-HG-403-GSW-G5-21,TRUE,,,1,GRDSW,,,,,,,16
SSO BX WC Maint,BX WC - Bronx,15417196,BENT LINKAGE & MISSING GROUNDING ARM ON A PHASE,,,SCHED,POUTG,12/28/2017 7:31,,11/15/2020,1,1,3,8,24,3,,CM,,,,SSO-MXW-B3335,X-SC13-003C-S,X-SC-3C-GSW-48,TRUE,11/15/2020 7:00,11/15/2020 19:00,1,GRDSW,,Replace ground switch 48 Test switch operation Complete Datasplice round Inform supervisor of any discrepancies,Replace ground switch 48 Test switch operation Complete Datasplice round Inform supervisor of any discrepancies,,New ground switch,Need welder onsite,59
SSO BX WC Maint,BX WC - Westchester,15430134,ELMS - PP#1 - VARIOUS LEAKS ON LADDER 1 AND 2,,,UNASSIGNED,APPR,1/1/2018 12:30,,,1,1,1,8,8,5,SSO-MECH,ENVR,,,,NOM-000-99999,W-ELMSF-660-S,WS-ELM-660,FALSE,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,15483416,"REPAIR A,B & C NOT GOING INTO JAW PROPERLY",,,WMATL,POUTG,2/5/2018 13:55,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402-GSW-G1-13,TRUE,,,1,GRDSW,,,"Adjust A,B and C phase ground grounds.",,,,16
