SECTION,LABOR_GROUP,WONUM,WODESC,TASKNUM,TASKDESC,EPLAN_STATUS,MAXIMO_STATUS,REPORT_DATE,DUE_DATE,FIXED_DATE,NUMBER_OF_DAYS,DAY_NUMBER,CREW_SIZE,HOURS,PLAN_HOURS,PRIORITY,PERSON_GROUP,WORK_ORDER_TYPE,JOB_PLAN_NUMBER,TASK_TYPE,PM_NUM,ACCOUNT_NUMBER,STATION,LOCATION,OUTAGE_REQUIRED,OUTAGE_START,OUTAGE_END,DOWNTIME,ASSET_CATEGORY,FAILURE_CODE,WORK_OBJECTIVES,WORK_STEPS,TOOLS_EQUIPMENT,MATERIALS,OTHER_GROUPS,PROFICIENCY_NBRS
SSO BX WC Maint,BX WC - Bronx,0014054179,INSTALL BIRD NETTING WHERE NEEDED @ ALL BRUCKNER VAULTS,,,PLAN,APPR,2015-07-28 13:50:05,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-BRUCK-401-S,X-BRU-401,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014246103,SOCKET AND COVER NEEDED FOR THERMOSTAT,,,PLAN,APPR,2015-11-20 14:22:00,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-179 138-450-S,X-E179-450-RHS-8C,False,,,0,RELAYHOUSE,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014276626,EXHAUST FAN DID NOT WORK WHEN SWITCHED INTO ON POSITION,,,PLAN,APPR,2015-12-11 05:41:20,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-BUS-9N,False,,,0,Bus LV - Out,SSO-BUS SECTION,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014280679,SUMP PUMP NOT WORKING,,,PLAN,REWORK,2015-12-13 05:51:21,,,1,1,1,8,8,9,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0009004173,FDR 72 V72 60  WEEPING,,,NMW,APPR,2009-09-17 10:28:09,,,1,1,1,8,8,5,,ENVR,,,,NOM-000-99999,X-MH 345-440-S,X-MOT-440-POT-72,False,,,0,POTHEAD,SSO-POTHEAD,,,,,,59
SSO BX WC Maint,No Labor Group,0009065509,"OIL LEAKING FROM FLANGE V72-26, V72-35 ON MAINFOLD - BASEMENT",,,NMW,APPR,2009-10-28 14:07:48,,,1,1,1,8,8,5,,ENVR,,,,NOM-000-99999,X-MH 345-440-S,440-S,False,,,0,,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0009815866,REPAIR SF6 GAS LEAK BKR 5E,,,PLAN,REWORK,2010-12-06 09:15:38,,,1,1,1,8,8,5,,CMSF6,,,,NOM-000-99999,X-179 138-450-S,X-E179-450-BKR-5E,True,,,1,GCB/FA2,SSO-BREAKER HV,,,,,,51
SSO BX WC Maint,BX WC - Westchester,0013714530,SHOWS INVALID AFTER SUPERVISORY ATTEMPT TO OPEN,,,READY,POUTG,2015-03-04 06:24:51,,,1,1,1,8,8,3,SSO-MECH,CM,,SCADACM,,NOM-000-99999,W-BUCH345-696-S,WN-BUC-696-DSW-6A,True,,,1,DSW-HORZMO,SSO-DISC SWITCH,,Trouble shoot and repair Breaker MO D/S 6A & 6B keep cycling between closed and indeterminant status. SSO verified that disconnects are closed in the station.,fluke meter ,,PST Support ,16
SSO BX WC Maint,BX WC - Bronx,0014341065,48V SELECTOR SW FOR BKR 1W IN KENO ROOM DEFECTIVE,,,PLAN,APPR,2016-01-29 06:17:09,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-PNL-MIMIC,False,,,0,CONTROL PANEL,,,,,,,57
SSO BX WC Maint,BX WC - Bronx,0014459767,LIGHT FIXTURE DEFECTIVE SECTION 5A AND 5B,,,READY,APPR,2016-04-06 18:13:12,,,1,1,0,0,0,5,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,False,,,0,STATION-DIST,,,"Step 1- Station Supervisory to get sample of bulb. Step 2- Bring the bulb to Mott Haven storeroom and have the Storeroom employee check for the bulbs in stock. Step 3- If the bulbs are in stock bring the bulbs back to the station and have the Station operator change the bulbs, if the bulbs are out of stock have planners order the replacement bulbs. ",LADDER SCREWDRIVER,BULBS,,59
SSO BX WC Maint,BX WC - Bronx,0014459768,LIGHT FIXTURE DEFECTIVE SECTIONS 4A AND 4B,,,READY,APPR,2016-04-06 18:18:34,,,1,1,0,0,0,5,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,False,,,0,STATION-DIST,,,"Step 1- Station Supervisory to get sample of bulb. Step 2- Bring the bulb to Mott Haven storeroom and have the Storeroom employee check for the bulbs in stock. Step 3- If the bulbs are in stock bring the bulbs back to the station and have the Station operator change the bulbs, if the bulbs are out of stock have planners order the replacement bulbs. ",LADDER SCREWDRIVER,BULBS,,59
SSO BX WC Maint,BX WC - Bronx,0014522777,REPAIR BENT/DAMAGED TROUGH COVERS,,,NMW,APPR,2016-05-18 13:50:25,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-TREMONT-456-S,X-TRE-456,False,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014588117,REPAIR SECONDARY BUS SUPPORT,,,PLAN,APPR,2016-06-29 13:38:10,,,1,1,1,8,8,5,TRFGRP,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-TRF-5,False,,,0,TRANSF,SSO-TRF-REA-REG,,,,,,49
SSO BX WC Maint,BX WC - Bronx,0014609830,HVAC ENTRANCE LOBBY NOT COOLING,,,PLAN,APPR,2016-07-12 14:07:51,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,,X-MOT-440-HVS,False,,,0,,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014633230,"BREAKER CONNECT, DISCONNECT INDICATION TAPE MISSING. NEEDS REPLACEMENT.",,,READY,APPR,2016-07-31 13:24:25,,,1,1,1,4,4,5,,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-CUB-S2S,False,,,0,CUBBANK,SSO-CUBICLE,,See Sherman Creek Position S2S pptx for work steps.,HAMMER  ANGLE SLOTTED SCREWDRIVER SMALL COMBO WRENCHES LINEMAN PLIERS  CHANNEL LOCKS,"1- CIRCUIT BREAKER CONNECT/DISCONNECT INDICATION TAPE. POWELL P/N 0282A3522P001 TAPE INDICATOR (589) 1- MACHINE SCREWS,NUTS AND WASHERS ASSORTMENT KIT",,17
SSO BX WC Maint,BX WC - WC North,0014649587,IMPLEMENT HVB RECOMMENDED CORONA RING MODIFICATION,,,PLAN,WMATL,2016-08-11 10:01:40,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-BKR-C1,False,,,0,GCB/HVB,SSO-BREAKER HV,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014649808,BKR CUBICLE CONNECT/DISCONNECT INDICATION TAPE NEEDS REPLACEMENT.,,,READY,REWORK,2016-08-11 13:52:48,,,1,1,1,4,4,5,,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-CUB-104S,False,,,0,CUBFDR,SSO-CUBICLE,,See Sherman Creek Position 104S pptx for work steps.,HAMMER  ANGLE SLOTTED SCREWDRIVER SMALL COMBO WRENCHES LINEMAN PLIERS  CHANNEL LOCKS,"1- CIRCUIT BREAKER CONNECT/DISCONNECT INDICATION TAPE. POWELL P/N 0282A3522P001 TAPE INDICATOR (589) 1- MACHINE SCREWS,NUTS AND WASHERS ASSORTMENT KIT",,17
SSO BX WC Maint,BX WC - Bronx,0014649809,BKR CUBICLE CONNECT/DISCONNECT INDICATION TAPE NEEDS REPLACEMENT.,,,PLAN,APPR,2016-08-11 13:54:02,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C-CUB-101S,True,,,1,CUBFDR,SSO-CUBICLE,,,,,,17
SSO BX WC Maint,BX WC - Bronx,0014657683,VOLTAGE REDUCTION PANEL : 5% MONITORING LIGHT NOT WORKING,,,UNASSIGNED,APPR,2016-08-15 20:18:51,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014669635,38X11 A PHASE SUPPORT INSULATOR CRACKED AND BROKEN,,,UNASSIGNED,APPR,2016-08-23 10:49:18,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-HG 138-403-S,X-HG-403,False,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014678652,INSTALL FOUR NEW WINDOW SCREENS IN 13KV SWGR,,,PLAN,APPR,2016-08-30 10:26:23,,,1,1,1,8,8,6,,FM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014724751,B PHASE HAS A SLOW HYDRAULIC LEAK LOCATED AT THE FLANGE UNDERNEATH B PHASE SF6 GAUGE,,,UNASSIGNED,POUTG,2016-09-24 12:33:53,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-179 138-450-S,X-E179-450-BKR-4W,True,,,1,GCB/FA2,SSO-BREAKER HV,,,,,,51
SSO BX WC Maint,BX WC - Bronx,0014771675,CABLE JUNCTION BOX BY BKR 5W BROKEN OFF CONDUIT,,,PLAN,APPR,2016-10-18 15:17:44,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B,False,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,No Labor Group,0014820261,SUPPRORT EH&S ASBESTOS GROUP,,,UNASSIGNED,APPR,2016-11-25 09:52:43,,,1,1,1,8,8,5,,SUPT,,,,NOM-000-99999,,X,False,,,0,,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014947599,PANIC BARSHOULD BE MOVED ON OPPOSITE DOOR LEAVING CONTROL ROOM,,,UNASSIGNED,APPR,2017-02-21 09:41:22,,,1,1,1,8,8,5,,SAFE,,CCRDI,,NOM-000-99999,X-HG 138-403-S,X-HG-403,False,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014974514,CAUTION SIGNS AT VARIOUS STATIONS,,,UNASSIGNED,APPR,2017-03-09 12:59:02,,,1,1,1,8,8,5,,SAFE,,SAFE,,NOM-000-99999,X-HG 138-403-S,X-HG-403,False,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0014995913,DIGITAL READOUT IS NOT GOOD DUE TO MISSING SECTIONS OF DIGITS.126V LOOKS LIKE 120V,,,UNASSIGNED,APPR,2017-03-28 15:24:48,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-ACADEMY-253-S,X-ADY-253-LB-DC-125-2,False,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Westchester,0015015687,SPCC PREVENTATIVE MEASURES 2017,,,UNASSIGNED,APPR,2017-04-05 11:05:47,,,1,1,1,8,8,5,SSO-MECH,FM,,,,NOM-000-99999,W-ELMSF 2-662B-S,WS-ELM-662B,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0015015693,SPCC PREVENTATIVE MEASURES 2017,,,UNASSIGNED,APPR,2017-04-05 11:11:15,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-PKCH 1-455-S,X-PK-455,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - WC North,0015058879,FIRE HYDRANT ANNUAL TEST AND  INSPECTION (2 HYDRANTS),,,UNASSIGNED,DSFAIL,2017-04-28 20:02:25,2017-06-28,,1,1,1,8,8,4,TRFGRP,CMP-0,SSO-FHYD-A,FIRE-EQ,SSO-664-HYD-A,NOM-000-99999,W-EASTVEW-664-S,WN-EV-664-FP,False,,,0,DELUGE SYSTEM,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0015090114,RAISE INDICATION BOXES 1N/2S,,,UNASSIGNED,APPR,2017-05-11 09:05:39,,,1,1,1,8,8,5,,SAFE,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - WC North,0015131655,REPLACE PT FUSE BOX FOR CAP BANK 1,,,SREVW,POUTG,2017-06-05 08:34:07,,,3,1,2,8,16,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-CAP-1,True,,,1,CAPBANK,SSO-CAPACITOR BANK,,Remove and replace old PT boxes with new  Fabricate support brackets for new PT boxes and fit to frame  Tag and label all connection in old PT box Disconnect conduit from old PT boxes and fit to new PT boxes Reconnect all wires in new PT box as per schematic  ,Fluke meter Hand tools Wire tags Saw-all  Uni - strut  1/2 x 3 bolts nuts and washers ,,,8
SSO BX WC Maint,BX WC - WC North,0015131655,REPLACE PT FUSE BOX FOR CAP BANK 1,,,SREVW,POUTG,2017-06-05 08:34:07,,,3,2,2,8,16,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-CAP-1,True,,,1,CAPBANK,SSO-CAPACITOR BANK,,Remove and replace old PT boxes with new  Fabricate support brackets for new PT boxes and fit to frame  Tag and label all connection in old PT box Disconnect conduit from old PT boxes and fit to new PT boxes Reconnect all wires in new PT box as per schematic  ,Fluke meter Hand tools Wire tags Saw-all  Uni - strut  1/2 x 3 bolts nuts and washers ,,,8
SSO BX WC Maint,BX WC - WC North,0015131655,REPLACE PT FUSE BOX FOR CAP BANK 1,,,SREVW,POUTG,2017-06-05 08:34:07,,,3,3,2,8,16,5,SSO-MECH,CM,,,,NOM-000-99999,W-MILL W-681-S,WN-MW-681-CAP-1,True,,,1,CAPBANK,SSO-CAPACITOR BANK,,Remove and replace old PT boxes with new  Fabricate support brackets for new PT boxes and fit to frame  Tag and label all connection in old PT box Disconnect conduit from old PT boxes and fit to new PT boxes Reconnect all wires in new PT box as per schematic  ,Fluke meter Hand tools Wire tags Saw-all  Uni - strut  1/2 x 3 bolts nuts and washers ,,,8
SSO BX WC Maint,BX WC - WC North,0015133413,EAST FISHKILL - F39 - 4B MOD A CONTACT CLOSED WHEN DISCONNECT IS OPEN,,,UNASSIGNED,POUTG,2017-06-07 10:30:07,,,1,1,1,8,8,3,SSO-MECH,CM,,,,NOM-000-99999,W-EFSHKL-706-S,WN-EF-706-DSW-4B,True,,,1,DSW-HORZMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - Bronx,0015183601,CBS ARCSAFE MOTORIZED RACKING UNIT SERIAL #RRS1-15-0062 NO DIGITAL READOUT/MOTOR NOT WORKING.,,,UNASSIGNED,APPR,2017-07-04 12:23:08,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-SC13-003C-S,X-SC-3C,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0015196639,LOADING PLATFORM ASSOCIATED WITH LOADING DOCK NEEDS TO BE SERVICED,,,UNASSIGNED,APPR,2017-07-18 11:26:11,,,1,1,1,8,8,5,,SAFE,,SAFE,,NOM-000-99999,X-MH 13-441-S,X-MOT-441,False,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0015197747,BACKFLOW PREVENTER 1 IS LEAKING,,,UNASSIGNED,APPR,2017-07-20 16:41:15,,,1,1,1,8,8,5,,FM,,,,NOM-000-99999,X-ACADEMY-253-S,X-ADY-253-BRP-1-70365,False,,,0,BP,,,,,,,59
SSO BX WC Maint,BX WC - Westchester,0015218503,(F35) 51-51N/4B (4L18) BATTERY NEEDS REPLACEMENT,,,UNASSIGNED,APPR,2017-08-02 17:47:54,,,1,1,1,8,8,3,SSO-MECH,CM,,,,NOM-000-99999,W-ELMSF 2-662B-S,WS-ELM-662B-BUS-4B,False,,,0,Bus LV - In,SSO-BUS SECTION,,,,,,17
SSO BX WC Maint,BX WC - Westchester,0015266543,SPRAIN BROOK / REPAIR GROUND SWITCH GS6A NOT OPERATING,,,UNASSIGNED,WMATL,2017-09-05 06:31:24,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-SB-633-S,WS-SPB-633-GSW-GS6A,False,,,0,GRDSW,,,,,,,16
SSO BX WC Maint,BX WC - Bronx,0015278242,BATTERY DISCHARGE ALARM NEVER CAME UP WHEN RECTIFIER AC OR DC FEED REMOVED.,,,UNASSIGNED,APPR,2017-09-16 09:17:39,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-LB-DC-125-1,False,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Bronx,0015280792,ALARMS DID NOT COME UP,,,UNASSIGNED,APPR,2017-09-18 08:12:13,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-LB-DC-125-2,False,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Westchester,0015284160,D/S F9-11  DISCONNECT SWITCH WILL NOT OPERATE VIA SUPERVISORY CONTROLS,,,SCHED,POUTG,2017-09-20 07:04:08,,2020-11-16,1,1,1,8,8,3,SSO-MECH,CM,,SCADACM,,,W-MILL W-681-S,WN-MW-681-DSW-F9-11,True,2020-11-16 07:00:00,2020-11-16 23:00:00,1,DSW-VERTMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - WC North,0015293307,INSTALL MOTORIZE GATE FOR MILLWOOD REPORT CENTER,,,UNASSIGNED,APPR,2017-09-28 10:20:42,,,1,1,1,8,8,5,SSO-MECH,FM,,,,NOM-000-99999,W-MILLWOOD-RC,WN-MW-RC,False,,,0,STATION-RC,,,,,,,59
SSO BX WC Maint,BX WC - WC North,0015306613,REPAIR GROUND SWITCH T-1500-3-0,,,PLAN,POUTG,2017-10-02 09:22:03,,,1,1,1,8,8,3,SSO-MECH,CM,,,,NOM-000-99999,W-RAMAPO-679-S,WN-RM-679-GSW-T-1500-3-0,True,,,1,GRDSW,,,,,,,16
SSO BX WC Maint,BX WC - Bronx,0015319907,48VDC BOARD TROUBLE AND BATTERY DISCHARGE ALARMS WERE UP  BEFORE TEST BEGAN,,,UNASSIGNED,APPR,2017-10-13 13:43:48,,,1,1,1,8,8,4,,CM,,,,NOM-000-99999,X-PKCH 1-455-S,X-PK-455-LB-DC-48-1,False,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Bronx,0015319958,NO ALARM ON LOSS OF AC/DC FEED,,,UNASSIGNED,APPR,2017-10-13 14:42:44,,,1,1,1,8,8,4,,CM,,,,NOM-000-99999,X-PKCH 1-455-S,X-PK-455-LB-DC-125-1,False,,,0,LOADBOARD,,,,,,,20
SSO BX WC Maint,BX WC - Bronx,0015327189,BREAKER 6W OPERATION COUNTER DEFECTIVE,,,UNASSIGNED,POUTG,2017-10-19 13:55:05,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-SC 138-003B-S,X-SC-3B-BKR-6W,True,,,1,GCB/145PM/63,SSO-BREAKER HV,,,,,,51
SSO BX WC Maint,BX WC - Bronx,0015350382,**FOR DATASPLICE TESTING** SCC,,,UNASSIGNED,APPR,2017-11-02 06:47:55,,,1,1,1,8,8,5,,CM,,,,NOM-000-99999,X-HELLGATE-RC,X-HG-RC,False,,,0,STATION-RC,,,,,,,59
SSO BX WC Maint,BX WC - Westchester,0015365505,MOTOR FEED IS N/G. PARTS NEEDED. MANUAL OPERATION ONLY,,,UNASSIGNED,WMATL,2017-11-14 14:39:46,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-SB-633-S,WS-SPB-633-DSW-S444,False,,,0,DSW-HORZMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - Westchester,0015367143,MOTOR FEED TO REMAIN OFF. FUSES KEEP BLOWING.,,,UNASSIGNED,WMATL,2017-11-16 17:20:58,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-SB-633-S,WS-SPB-633-DSW-NS4S,False,,,0,DSW-HORZMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - WC North,0015369039,OSSINING - 2PT 13KV PT DRAWER - CHECK & REPAIR FUSE CLIPS AND GROUND CLIP,,,POUTG,POUTG,2017-11-18 09:25:51,,,2,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-OSSIN W-674-S,WN-OSS-674-BUS-2N,True,,,1,Bus LV - In,SSO-BUS SECTION,,,,,,17
SSO BX WC Maint,BX WC - WC North,0015369039,OSSINING - 2PT 13KV PT DRAWER - CHECK & REPAIR FUSE CLIPS AND GROUND CLIP,,,POUTG,POUTG,2017-11-18 09:25:51,,,2,2,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-OSSIN W-674-S,WN-OSS-674-BUS-2N,True,,,1,Bus LV - In,SSO-BUS SECTION,,,,,,17
SSO BX WC Maint,BX WC - Bronx,0015402740,"GRD G5-21 ""A"" PHASE DID NOT LOCK INTO JAW FULLY AND BIRD NESTS",,,UNASSIGNED,POUTG,2017-12-11 05:02:35,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-HG 138-403-S,X-HG-403-GSW-G5-21,True,,,1,GRDSW,,,,,,,16
SSO BX WC Maint,BX WC - Bronx,0015417196,BENT LINKAGE & MISSING GROUNDING ARM ON A PHASE,,,SCHED,POUTG,2017-12-28 07:31:48,,2020-11-15,1,1,3,8,24,3,,CM,,,,SSO-MXW-B3335,X-SC13-003C-S,X-SC-3C-GSW-48,True,2020-11-15 07:00:00,2020-11-15 19:00:00,1,GRDSW,,Replace ground switch 48 Test switch operation Complete Datasplice round Inform supervisor of any discrepancies,Replace ground switch 48 Test switch operation Complete Datasplice round Inform supervisor of any discrepancies,,New ground switch,Need welder onsite,16
SSO BX WC Maint,BX WC - Westchester,0015430134,ELMS - PP#1 - VARIOUS LEAKS ON LADDER 1 AND 2,,,UNASSIGNED,APPR,2018-01-01 12:30:28,,,1,1,1,8,8,5,SSO-MECH,ENVR,,,,NOM-000-99999,W-ELMSF-660-S,WS-ELM-660,False,,,0,STATION-TRANS,,,,,,,59
SSO BX WC Maint,BX WC - Bronx,0015483416,"REPAIR A,B & C NOT GOING INTO JAW PROPERLY",,,WMATL,POUTG,2018-02-05 13:55:16,,,1,1,1,8,8,3,,CM,,,,NOM-000-99999,X-HG 13-402-S,X-HG-402-GSW-G1-13,True,,,1,GRDSW,,,"Adjust A,B and C phase ground grounds.",,,,16
